,ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4
88,716016,5,S,7,37,69088.0,R54.2,170.547,34.431273,-118.588555,0.65,ML,4,RYE CANYON,4379,,,
89,716017,5,N,7,37,69088.0,R54.2,170.61,34.43153,-118.588374,0.53,ML,4,RYE CANYON,4379,,,
90,716018,5,S,7,37,,R56.47,172.817,34.454192,-118.61594099999999,,OR,1,HASLEY CANYON,4627,,,
91,716019,5,N,7,37,,R56.76,173.17,34.458426,-118.61554699999999,,OR,1,HASLEY CANYON,4616,,,
92,716020,5,S,7,37,,R59.5,175.847,34.495729,-118.62386299999999,,OR,1,LAKE HUGHES,4629,,,
93,716021,5,N,7,37,,R59.6,176.01,34.497131,-118.624674,,OR,1,LAKE HUGHES,4617,,,
94,716023,5,N,7,37,,R66.1,182.44,34.571045,-118.689102,5.0,ML,4,TEMPLIN,4618,,,
95,716025,5,N,7,37,,R78.1,194.61700000000002,34.709779,-118.796647,,OR,1,SMOKEY BEAR RD,4619,,,
96,716026,210,E,7,37,30014.0,R43.3,43.589,34.117595,-117.84414199999999,0.8,HV,1,SUNFLOWER AV,4271,,,
97,716028,10,E,7,37,44000.0,S.52,16.759,34.055167,-118.21653500000001,0.29100000000000004,ML,3,ECHANDIA,2092,,,
98,716029,10,W,7,37,44000.0,R6.46,4.305,34.031890999999995,-118.41602900000001,,OR,1,OVERLAND,3114,,,
99,716030,10,E,7,37,44000.0,R6.5,4.345,34.031647,-118.41533999999999,,OR,1,OVERLAND,3132,,,
100,716032,10,W,7,37,44000.0,R6.73,4.575,34.030891,-118.411427,0.38,ML,4,MOTOR,2199,,,
101,716033,10,E,7,37,44000.0,R7.22,5.065,34.029516,-118.40301399999998,,OR,1,MANNING,3133,,,
102,716035,10,E,7,37,44000.0,R7.99,5.835,34.031182,-118.390169,,OR,1,NATIONAL,3134,,,
103,716036,10,E,7,37,44000.0,R8.36,6.205,34.034310999999995,-118.38488400000001,0.38,ML,5,CATTARAUGUS,2202,,,
104,716038,10,W,7,37,44000.0,R8.73,6.575,34.036959,-118.379466,,OR,1,LA CIENEGA,3116,,,
105,716039,10,E,7,37,44000.0,R8.75,6.595,34.036846999999995,-118.37911399999999,,OR,1,LA CIENEGA,3135,,,
106,716040,10,E,7,37,44000.0,R9.01,6.855,34.036314000000004,-118.37479599999999,,OR,1,VENICE,3136,,,
107,716041,10,W,7,37,44000.0,R9.21,7.055,34.03577,-118.37136799999999,,OR,1,FAIRFAX,3117,,,
108,716043,10,E,7,37,44000.0,R9.51,7.355,34.034495,-118.366371,,OR,1,WASHINGTON,3137,,,
109,716044,10,E,7,37,44000.0,R10.23,8.075,34.033989,-118.35388200000001,,OR,1,LA BREA SB,3138,,,
110,716045,10,E,7,37,44000.0,R10.53,8.375,34.034193,-118.34865500000001,,OR,1,LA BREA 2,3139,,,
111,716046,10,W,7,37,44000.0,R10.53,8.375,34.03448,-118.34866699999999,,OR,1,LA BREA NB,3119,,,
112,716047,10,E,7,37,44000.0,R10.7,8.545,34.034363,-118.345701,0.265,ML,4,HARCOURT,2200,,,
113,716050,10,E,7,37,44000.0,R11.06,8.905,34.034677,-118.339444,0.42,ML,4,WEST,2204,,,
114,716051,10,E,7,37,44000.0,R11.53,9.375,34.035067,-118.331254,,FR,1,CRENSHAW 2,3140,,,
115,716054,10,W,7,37,44000.0,R12.23,10.075,34.036614,-118.31917,,OR,1,ARLINGTON 1,3121,,,
116,716055,10,E,7,37,44000.0,R12.45,10.295,34.036809999999996,-118.31537900000001,,OR,1,ARLINGTON 2,3141,,,
117,716057,10,E,7,37,44000.0,R12.58,10.425,34.036953000000004,-118.313131,0.25,ML,4,GRAMERCY,2239,,,
118,716058,10,W,7,37,44000.0,R12.7,10.545,34.037281,-118.311045,,OR,1,WESTERN 1,3122,,,
119,716059,10,W,7,37,44000.0,R12.95,10.795,34.037253,-118.30671299999999,,FR,1,WESTERN 2,3142,,,
120,716060,10,E,7,37,44000.0,R12.95,10.795,34.036945,-118.306723,,OR,1,WESTERN 2,3142,,,
121,716061,10,W,7,37,44000.0,R13.21,11.055,34.037222,-118.302221,,OR,1,NORMANDIE 1,3123,,,
122,716063,10,W,7,37,44000.0,R13.53,11.375,34.037129,-118.296691,0.225,ML,4,BUDLONG,2466,,,
123,716064,10,W,7,37,44000.0,R13.66,11.505,34.037096000000005,-118.294389,,OR,1,VERMONT 1,3124,,,
124,716065,10,E,7,37,44000.0,R13.95,11.795,34.036796,-118.289266,,OR,1,VERMONT 2,3144,,,
125,716066,10,E,7,37,44000.0,14.37,12.215,34.037427,-118.282004,,OR,1,HOOVER 2,3145,,,
126,716067,10,E,7,37,44000.0,18.53,17.03,34.054801,-118.211859,0.125,ML,3,STATE,2484,,,
127,716069,10,E,7,37,44000.0,18.75,17.25,34.053806,-118.20821399999998,0.25,ML,4,SAINT LOUIS,2485,,,
128,716071,10,W,7,37,44000.0,18.9,17.4,34.053753,-118.205692,,OR,1,SOTO,3816,,,
129,716072,10,E,7,37,44000.0,19.03,17.53,34.054109999999994,-118.203478,0.28,ML,6,SOTO,2486,,,
130,716074,10,W,7,37,44000.0,19.31,17.81,34.055448,-118.19888,,FR,1,TREMONT,2487,,,
131,716075,10,E,7,37,44000.0,19.66,18.16,34.055306,-118.19268899999999,0.37,ML,6,INDIANA,2093,,,
132,716076,10,W,7,37,44000.0,19.66,18.16,34.055572999999995,-118.192729,0.37,ML,6,INDIANA,2093,,,
133,716078,10,E,7,37,44000.0,20.05,18.55,34.055285,-118.185874,0.5,ML,6,HERBERT,2488,,,
134,716081,10,E,7,37,,20.79,19.29,34.059959,-118.174416,0.19,ML,4,EASTERN,2478,,,
135,716084,10,W,7,37,48914.0,21.25,19.75,34.061442,-118.16726799999999,0.34,ML,4,W OF 710,2319,,,
136,716085,10,E,7,37,48914.0,21.54,20.04,34.061918,-118.162504,0.38,ML,4,E OF 710,2542,,,
137,716086,10,W,7,37,884.0,21.72,20.22,34.063934,-118.16016299999998,,OR,1,WINTHROPE,3812,,,
138,716087,10,E,7,37,884.0,22.01,20.51,34.065882,-118.155495,0.428,ML,5,WARWICK,2094,,,
139,716088,10,W,7,37,884.0,22.03,20.53,34.066326000000004,-118.155441,0.29,ML,4,WARWICK,2534,,,
140,716089,10,W,7,37,884.0,22.3,20.8,34.068501,-118.15141799999999,,OR,1,HELLMAN,3811,,,
141,716090,10,E,7,37,884.0,22.4,20.9,34.069016,-118.14971299999999,,OR,1,FREMONT,3725,,,
142,716091,10,W,7,37,884.0,22.82,21.32,34.071793,-118.143409,0.495,ML,4,MARENGO,2095,,,
143,716092,10,E,7,37,884.0,22.91,21.41,34.071251000000004,-118.141723,0.446,ML,4,MARENGO,2533,,,
144,716093,10,E,7,37,884.0,23.29,21.79,34.071335,-118.13515500000001,,OR,1,ATLANTIC SB,3726,,,
145,716094,10,W,7,37,884.0,23.29,21.79,34.071644,-118.135158,,OR,1,ATLANTIC SB,3810,,,
146,716095,10,E,7,37,884.0,23.38,21.88,34.071342,-118.133569,,OR,1,ATLANTIC NB,3727,,,
147,716096,10,W,7,37,884.0,23.38,21.88,34.071661999999996,-118.133572,,OR,1,ATLANTIC NB,3809,,,
148,716097,10,E,7,37,884.0,23.93,22.43,34.071438,-118.123947,,OR,1,GARFIELD SB,3728,,,
149,716098,10,W,7,37,884.0,23.95,22.45,34.071803,-118.123604,,OR,1,GARFIELD SB,3808,,,
150,716099,10,E,7,37,884.0,24.02,22.52,34.071457,-118.122386,,OR,1,GARFIELD NB,3729,,,
151,716100,10,W,7,37,884.0,24.04,22.54,34.071819,-118.12203999999998,,OR,1,GARFIELD NB,3807,,,
152,716101,10,W,7,37,884.0,24.31,22.81,34.071889,-118.117349,0.38,ML,4,ALMANSOR,2096,,,
153,716103,10,E,7,37,884.0,24.77,23.27,34.071665,-118.10937,,OR,1,NEW SB,3730,,,
154,716104,10,W,7,37,884.0,24.8,23.3,34.072021,-118.10883799999999,,OR,1,NEW SB,3806,,,
155,716105,10,E,7,37,48914.0,24.87,23.37,34.07168,-118.10763500000002,,OR,1,NEW NB,3731,,,
156,716106,10,W,7,37,48914.0,24.89,23.39,34.072053000000004,-118.107276,,OR,1,NEW NB,3805,,,
157,716107,10,E,7,37,48914.0,25.26,23.76,34.071731,-118.100852,,OR,1,DEL MAR SB,3732,,,
158,716108,10,W,7,37,67042.0,25.27,23.77,34.072192,-118.100669,,OR,1,DEL MAR SB,3804,,,
159,716109,10,E,7,37,62896.0,25.39,23.89,34.071766,-118.098584,,OR,1,DEL MAR NB,3733,,,
160,716110,10,W,7,37,62896.0,25.39,23.89,34.072117999999996,-118.09858,,OR,1,DEL MAR NB,3803,,,
161,716111,10,E,7,37,62896.0,25.77,24.27,34.071834,-118.091958,,OR,1,SAN GABRIEL SB,3734,,,
162,716112,10,W,7,37,62896.0,25.8,24.3,34.072221,-118.091434,,OR,1,SAN GABRIEL SB,3802,,,
163,716113,10,E,7,37,62896.0,25.89,24.39,34.07186,-118.08986599999999,,OR,1,SAN GABRIEL NB,3735,,,
164,716114,10,W,7,37,62896.0,25.9,24.4,34.072253,-118.08969099999999,,OR,1,SAN GABRIEL NB,3801,,,
165,716115,10,E,7,37,62896.0,26.31,24.81,34.071945,-118.08254299999999,,OR,1,WALNUT GROVE,3736,,,
166,716116,10,W,7,37,62896.0,26.292,24.791999999999998,34.072342,-118.082856,,OR,1,WALNUT GROVE,3800,,,
167,716117,10,W,7,37,62896.0,26.79,25.29,34.072457,-118.074173,,OR,1,ROSEMEAD SB,3799,,,
168,716118,10,E,7,37,62896.0,26.79,25.29,34.072071,-118.074173,,OR,1,ROSEMEAD SB,3738,,,
169,716119,10,W,7,37,22230.0,26.91,25.41,34.072494,-118.07208,,OR,1,ROSEMEAD NB,3798,,,
170,716120,10,E,7,37,22230.0,26.94,25.44,34.072083,-118.071554,,OR,1,ROSEMEAD NB,3739,,,
171,716121,10,E,7,37,22230.0,27.098,25.598000000000003,34.072102,-118.06878999999999,,OR,1,FLAIR,3740,,,
172,716124,10,W,7,37,22230.0,27.63,26.13,34.072661,-118.059491,,OR,1,TEMPLE CITY,3797,,,
173,716126,10,E,7,37,22230.0,28.09,26.59,34.071934000000006,-118.05153600000001,0.475,ML,4,BALDWIN,3741,,,
174,716127,10,W,7,37,22230.0,28.56,27.06,34.069271,-118.044184,,OR,1,SANTA ANITA,3796,,,
175,716128,10,E,7,37,22230.0,28.78,27.28,34.06847,-118.040429,,OR,1,SANTA ANITA,3430,,,
176,716129,10,W,7,37,22230.0,29.34,27.84,34.068078,-118.03066299999999,,OR,1,PECK,3795,,,
177,716130,10,E,7,37,22230.0,29.51,28.01,34.067963,-118.02774299999999,,OR,1,VALLEY,3431,,,
178,716131,10,W,7,37,22230.0,29.611,28.111,34.068199,-118.025926,,OR,1,VALLEY,3794,,,
179,716132,10,E,7,37,22230.0,29.98,28.48,34.066990000000004,-118.019773,,OR,1,STEWART,3432,,,
180,716133,10,E,7,37,22230.0,30.69,29.19,34.063981,-118.008051,,OR,1,DURFEE,3433,,,
181,716134,10,W,7,37,22230.0,30.69,29.19,34.064175,-118.00801299999999,,FR,1,DURFEE RD,3433,,,
182,716135,10,W,7,37,3666.0,31.72,30.22,34.066554,-117.990356,,OR,1,FRAZIER,3791,,,
183,716136,10,W,7,37,3666.0,32.21,30.71,34.067663,-117.981905,,OR,1,BALDWIN PARK SB,3790,,,
184,716137,10,E,7,37,3666.0,32.31,30.81,34.06769,-117.98013799999998,,OR,1,BALDWIN PARK NB,3747,,,
185,716138,10,W,7,37,3666.0,32.33,30.83,34.067904999999996,-117.979831,,OR,1,BALDWIN PARK NB,3789,,,
186,716139,10,W,7,37,3666.0,32.81,31.31,34.069010999999996,-117.97155500000001,,OR,1,FRANCISQUITO,3788,,,
187,716140,10,E,7,37,3666.0,33.46,31.96,34.070282,-117.960307,,OR,1,PUENTE NB,3748,,,
188,716141,10,W,7,37,3666.0,33.48,31.98,34.07049,-117.959994,,OR,1,PUENTE,3787,,,
189,716142,210,E,7,37,30014.0,R43.3,43.589,34.117595,-117.84414199999999,0.8,ML,4,SUNFLOWER AV,4271,,,
190,716143,210,E,7,37,30014.0,R44.2,44.489,34.120911,-117.82923400000001,0.65,ML,4,LONE HILL AV,4451,,,
191,716144,10,W,7,37,84200.0,34.36,32.86,34.072082,-117.94475,,OR,1,WEST COVINA,3786,,,
192,716145,10,E,7,37,84200.0,34.44,32.94,34.072075,-117.943345,,OR,1,WEST COVINA PKWY,3749,,,
193,716146,10,W,7,37,84200.0,34.9,33.4,34.072549,-117.935381,0.5,ML,5,SUNSET,2496,,,
194,716148,10,W,7,37,84200.0,35.36,33.86,34.072468,-117.92737,,OR,1,VINCENT SB,3785,,,
195,716149,10,E,7,37,84200.0,35.36,33.86,34.0723,-117.92735800000001,,OR,1,VINCENT SB,3750,,,
196,716150,10,W,7,37,84200.0,35.45,33.95,34.072452,-117.925803,,OR,1,VINCENT NB,3784,,,
197,716151,10,E,7,37,84200.0,35.5,34.0,34.072274,-117.92492299999999,,OR,1,VINCENT NB,3751,,,
198,716152,10,E,7,37,84200.0,35.9,34.4,34.072202000000004,-117.91796399999998,0.48,ML,4,LARK ELLEN,2100,,,
199,716153,10,W,7,37,84200.0,35.9,34.4,34.072356,-117.917965,0.48,ML,5,LARK ELLEN,2100,,,
200,716154,10,W,7,37,84200.0,36.41,34.91,34.072264000000004,-117.909076,,OR,1,AZUSA SB,3783,,,
201,716155,10,E,7,37,84200.0,36.46,34.96,34.072101,-117.90820500000001,,OR,1,AZUSA SB,3752,,,
202,716156,10,W,7,37,84200.0,36.52,35.02,34.072249,-117.90715900000001,,OR,1,AZUSA NB,3782,,,
203,716157,10,E,7,37,84200.0,36.564,35.064,34.072082,-117.906392,,OR,1,AZUSA NB,3753,,,
204,716158,10,W,7,37,84200.0,37.43,35.93,34.072105,-117.891295,,OR,1,CITRUS SB,3781,,,
205,716159,10,W,7,37,84200.0,37.52,36.02,34.072086999999996,-117.889726,,OR,1,CITRUS NB,3780,,,
206,716160,10,E,7,37,84200.0,37.59,36.09,34.071847,-117.888507,,OR,1,CITRUS 2,3754,,,
207,716161,10,W,7,37,84200.0,37.92,36.42,34.072029,-117.882752,,OR,1,BARRANCA SB,3779,,,
208,716162,10,W,7,37,84200.0,38.07,36.57,34.072002000000005,-117.880137,,OR,1,BARRANCA NB,3778,,,
209,716163,10,E,7,37,84200.0,38.09,36.59,34.071814,-117.87978999999999,,OR,1,BARRANCA 2,3755,,,
210,716164,10,W,7,37,84200.0,38.39,36.89,34.071952,-117.87456,,OR,1,GRAND,3777,,,
211,716165,10,E,7,37,84200.0,38.48,36.98,34.07172,-117.872992,,OR,1,GRAND,3756,,,
212,716166,10,W,7,37,84200.0,38.89,37.39,34.071034999999995,-117.86595700000001,,OR,1,HOLT WB,3776,,,
213,716167,10,E,7,37,84200.0,38.95,37.45,34.070451,-117.86513000000001,,OR,1,HOLT SB,3757,,,
214,716168,10,W,7,37,84200.0,39.051,37.551,34.069881,-117.86350800000001,,OR,1,HOLT EB,3775,,,
215,716169,10,E,7,37,84200.0,39.14,37.64,34.069047,-117.862283,,OR,1,HOLT  NB,3758,,,
216,716170,10,W,7,37,,40.35,38.85,34.069037,-117.84145500000001,,OR,1,VIA VERDE 1,3774,,,
217,716171,10,E,7,37,,40.59,39.09,34.068106,-117.83743,,OR,1,VIA VERDE,3759,,,
218,716178,10,W,7,37,58072.0,41.98,40.48,34.0639,-117.81434899999999,,OR,1,KELLOGG,3773,,,
219,716181,10,E,7,37,58072.0,42.76,41.26,34.067443,-117.801629,0.89,ML,5,E OF 71,2106,,,
220,716182,10,W,7,37,58072.0,43.52,42.02,34.072518,-117.78985800000001,,OR,1,FAIRPLEX,3772,,,
221,716183,10,E,7,37,58072.0,43.76,42.26,34.072803,-117.78570500000001,,OR,1,FAIRPLEX,3762,,,
222,716184,10,W,7,37,58072.0,43.85,42.35,34.072978000000006,-117.784144,,OR,1,DUDLEY,3771,,,
223,716185,10,E,7,37,58072.0,44.13,42.63,34.072839,-117.77926399999998,,OR,1,DUDLEY,3763,,,
224,716187,10,E,7,37,58072.0,44.68,43.18,34.071766,-117.76975800000001,0.515,ML,4,CLEVELAND,2107,,,
225,716188,10,W,7,37,58072.0,45.16,43.66,34.071028999999996,-117.761475,,OR,1,WHITE,3770,,,
226,716189,10,W,7,37,58072.0,45.62,44.12,34.073285999999996,-117.753978,,OR,1,GAREY,3769,,,
227,716190,10,E,7,37,58072.0,46.01,44.51,34.075604,-117.74786,,OR,1,ORANGE GROVE,3764,,,
228,716191,10,W,7,37,58072.0,46.22,44.72,34.077146,-117.744573,,OR,1,TOWNE,3768,,,
229,716192,10,E,7,37,58072.0,46.56,45.06,34.079138,-117.73923400000001,,OR,1,TOWNE,3765,,,
230,716193,10,W,7,37,58072.0,47.24,45.74,34.081731,-117.72793,0.2,ML,4,MOUNTAIN,2109,,,
